id,length,record_datetime,name,sample_rate,sound_type,species,gender,fed,plurality,age,method,mic_type,device_type,country,district,province,place,location_type
222637,12.6,10-01-16 00:00,0030_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222641,1.572,10-01-16 00:00,0030_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199912,9.2,10-01-16 00:00,0030_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199914,4.4,10-01-16 00:00,0030_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199915,2,10-01-16 00:00,0030_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222643,25.872,10-01-16 00:00,0031_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222642,17.6,10-01-16 00:00,0031_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199916,10.8,10-01-16 00:00,0031_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199917,2.9,10-01-16 00:00,0032_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222660,1,10-01-16 00:00,0032_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222658,6.4,10-01-16 00:00,0032_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222659,21.8,10-01-16 00:00,0032_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222661,8.272,10-01-16 00:00,0032_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199918,13.3,10-01-16 00:00,0032_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199919,0.6,10-01-16 00:00,0032_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199921,1.8,10-01-16 00:00,0033_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222663,28.2,10-01-16 00:00,0033_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222664,10.4,10-01-16 00:00,0033_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222665,1.3,10-01-16 00:00,0033_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199920,8.5,10-01-16 00:00,0033_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199922,3.3,10-01-16 00:00,0033_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222633,24,10-01-16 00:00,0034_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222636,2.972,10-01-16 00:00,0034_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199923,3.7,10-01-16 00:00,0034_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199924,1.6,10-01-16 00:00,0034_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199925,6.4,10-01-16 00:00,0034_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199926,7.8,10-01-16 00:00,0034_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222635,5.2,10-01-16 00:00,0034_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222634,2.6,10-01-16 00:00,0034_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222630,2.6,10-01-16 00:00,0035_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222631,1.4,10-01-16 00:00,0035_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199927,13.4,10-01-16 00:00,0035_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199928,36.872,10-01-16 00:00,0035_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222671,7.1,10-01-16 00:00,0036_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199929,20.7,10-01-16 00:00,0036_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199930,26.472,10-01-16 00:00,0036_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222666,9,10-01-16 00:00,0037_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222667,28.5,10-01-16 00:00,0037_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199932,9.2,10-01-16 00:00,0037_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199933,5.772,10-01-16 00:00,0037_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199931,1.8,10-01-16 00:00,0037_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199934,54.272,10-01-16 00:00,0038_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199936,7.572,10-01-16 00:00,0039_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222662,41.4,10-01-16 00:00,0039_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199935,5.3,10-01-16 00:00,0039_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199937,53.5,10-01-16 00:00,0040_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222712,58.112,10-01-16 00:00,0041_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222713,59.648,10-01-16 00:00,0042_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222714,54.272,10-01-16 00:00,0043_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222715,16.64,10-01-16 00:00,0044_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222632,14.5,10-01-16 00:00,0045_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199938,45.1,10-01-16 00:00,0045_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222716,54.272,10-01-16 00:00,0046_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222717,54.272,10-01-16 00:00,0047_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199939,54.1,10-01-16 00:00,0048_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222655,47.1,10-01-16 00:00,0049_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199940,7.1,10-01-16 00:00,0049_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222673,7.8,10-01-16 00:00,0050_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222672,16.7,10-01-16 00:00,0050_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199941,9.7,10-01-16 00:00,0050_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199942,7.2,10-01-16 00:00,0050_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199943,12.8,10-01-16 00:00,0050_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222684,1.2,10-01-16 00:00,0051_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222685,22.3,10-01-16 00:00,0051_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222683,8,10-01-16 00:00,0051_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222646,27.6,10-01-16 00:00,0052_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222647,20.472,10-01-16 00:00,0052_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199944,6.2,10-01-16 00:00,0052_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222686,46.3,10-01-16 00:00,0053_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222718,54.272,10-01-16 00:00,0054_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222688,9.3,10-01-16 00:00,0055_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222687,3.611,10-01-16 00:00,0055_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222689,19.9,10-01-16 00:00,0056_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222690,4.832,10-01-16 00:00,0056_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222656,0.5,10-01-16 00:00,0057_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
222657,37.78,10-01-16 00:00,0057_norm.wav,8000,background,,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
199945,1.4,10-01-16 00:00,0057_norm.wav,8000,mosquito,culex quinquefasciatus,,,,,,phone,Alcatel,UK,Oxfordshire,,Oxford Zoology,culture
606,19.792426,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
602,15.450295,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
598,24.166826,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
590,1.521338,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,background,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
591,17.033991,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,background,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
592,19.156463,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
593,12.062767,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
594,13.006191,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
595,7.120363,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
596,12.058481,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
597,12.220612,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
599,11.721791,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
600,13.130907,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
601,15.649842,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
603,13.629705,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
604,20.999479,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
605,8.242653,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
607,30.905759,12-10-17 00:00,R4_cleaned recording_12-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
608,17.347136,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
612,25.201871,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,background,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
617,5.701506,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
609,22.745371,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
630,4.306457,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
611,15.406198,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
615,11.948901,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
614,10.462871,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
610,10.098945,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
616,22.320791,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
613,14.648018,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
619,19.955272,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
628,5.003981,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
621,19.652,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
620,7.642444,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
625,19.9856,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
618,9.856328,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
627,30.569779,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
626,4.822018,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
629,25.292852,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
622,4.549074,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
633,14.860309,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
624,6.490012,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
635,19.045457,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
656,6.884266,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
637,9.886654,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
642,5.519543,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
641,23.50355,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
634,5.54987,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
643,18.681531,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
632,8.097352,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
645,23.685513,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
640,7.339173,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
647,34.087729,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
636,5.792488,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
649,7.308846,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
638,8.158007,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
651,14.890636,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
654,7.733427,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
653,32.601698,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
646,7.15721,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
639,20.197889,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
644,6.217068,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
655,16.558629,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
652,5.853142,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
631,17.316809,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
648,6.035105,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
623,5.003982,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
650,7.551463,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
657,13.58656565,13-10-17 00:00,R4_cleaned recording_13-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
659,19.06797,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
703,5.881315,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
661,11.446131,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
705,5.652172,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
663,10.617088,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
733,9.191150317,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
665,2.27318,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
707,5.092047,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
666,2.43364,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
701,6.059536,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
668,23.534101,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
699,7.943593,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
671,17.971495,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
684,5.241686,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
673,5.081226,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
682,8.531111,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
675,16.768047,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
680,6.766054,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
677,33.99073,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
658,6.257932,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
679,14.44138,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
678,7.167203,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
681,25.486362,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
714,4.710143,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
683,29.44437,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
660,7.033487,16-10-17 00:00,R4_cleaned recording_16-10-17.wav,44100,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
