id,length,name,sample_rate,record_datetime,sound_type,species,gender,fed,plurality,age,method,mic_type,device_type,country,district,province,place,location_type
1503,15.165026,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1379,1.918626,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1483,11.078091,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1365,2.155168,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1402,3.167047,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1357,2.930503,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1477,7.070004,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1355,1.918625,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1407,5.190802,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1363,2.063179,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1409,3.232752,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1359,2.431135,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1535,2.733384,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1361,2.417994,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1533,4.730858,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1377,2.260299,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1394,16.150622,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1369,2.06318,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1388,11.945416,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1367,4.389185,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1382,11.340917,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1375,2.391712,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1467,8.988629,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1371,1.879201,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1390,5.098813,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1373,2.181451,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1415,7.319688,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1480,2.181451,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1404,5.966137,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1387,2.07632,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1487,5.019966,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1401,2.654536,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1392,12.707609,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1428,2.234016,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1469,3.127623,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1399,1.958049,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1521,5.729594,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1391,3.061916,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1433,8.791511,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1389,1.944908,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1431,7.556231,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1397,2.326005,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1417,9.474856,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1393,2.142027,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1517,4.192065,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1395,2.509983,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1509,16.912816,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1426,2.312864,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1445,6.30781,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1412,2.69396,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1489,6.702048,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1405,2.089462,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1465,6.465506,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1403,2.063179,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1471,16.781403,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1410,1.524388,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1352,21.748803,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,background,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1406,2.023756,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1461,11.99798,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1408,2.207734,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1455,4.560021,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1482,4.060653,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1411,10.092496,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1424,2.16831,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1380,16.308317,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1416,4.113218,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1378,5.90043,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1414,2.772808,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1400,9.133184,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1422,1.839778,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1386,8.58125,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1418,2.27344,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1398,3.92924,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1420,2.312863,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1453,2.720243,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1452,2.825373,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1425,12.576196,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1430,2.615113,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1419,13.206977,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1438,1.997473,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1443,15.638112,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1436,2.615113,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1429,8.502402,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1432,2.352287,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1441,11.814002,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1434,2.010614,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1501,3.626991,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1478,2.58883,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1497,2.615112,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1450,1.852919,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1485,7.4511,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1442,2.365429,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1437,4.9674,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1440,1.800354,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1499,11.800861,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1448,2.969927,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1495,7.805915,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1444,2.260299,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1423,12.72075,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1446,1.879202,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1413,6.964874,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1476,1.905484,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1427,8.502402,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1454,2.076321,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1491,10.85469,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1462,2.628255,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1435,12.983576,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1460,2.444276,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1481,7.569372,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1456,2.496842,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1449,14.153149,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1458,2.06318,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1475,3.167046,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1474,2.707102,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1547,3.193328,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1466,2.391711,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1515,7.648219,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1464,2.260298,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1513,7.201417,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1472,2.194592,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1421,12.602479,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1468,2.234016,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1507,10.552441,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1470,2.050038,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1545,3.561284,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1534,2.16831,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1537,7.490525,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1490,2.509983,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1525,4.218348,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1498,2.457418,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1543,8.462978,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1488,2.260298,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1539,11.695731,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1500,2.496842,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1541,3.692697,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1494,2.431135,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1559,7.227699,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1492,2.312863,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1551,8.607533,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1518,2.536266,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1549,7.687644,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1496,2.523124,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1557,6.991156,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1516,2.06318,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1553,2.720243,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1520,2.4837,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1555,8.121305,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1502,1.944908,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1561,10.802124,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1504,2.641396,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1354,10.197627,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1508,2.496841,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1356,20.828914,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1532,3.298459,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1358,8.489261,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,mosquito,culex quinquefasciatus,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
1506,2.58883,R4_cleaned recording_TEL_24-10-17.wav,44100,24-10-17 00:00,audio,,,,,,,Telinga,,UK,Oxfordshire,,Oxford Zoology,cup
